skill,salary
Linear Actuators - Tolomatic,120000.0
Linear Actuators - Rexroth,120000.0
Servos - Allen Bradley,120000.0
Vision - Keyence,120000.0
Vision - Cognex,120000.0
Data Acquisition - Ignition,120000.0
PLC - Studio 5000,120000.0
PLC - Simatic Step 7,120000.0
HMI - FactoryTalk Studio,120000.0
HMI - TIA Portal,120000.0
Communications - EtherNet IP,120000.0
Communications - RSLinx,120000.0
Robotics - Adept V+,120000.0
Robotics - Python,120000.0
Robotics - C++,120000.0
Servos - Kinetix 5000,120000.0
Servos - SEW Motion Studio,120000.0
Application Development - Visual Basic,120000.0
Application Development - National Instruments,120000.0
Bachelor's degree in engineering,120000.0
controls engineering,120000.0
design experience,120000.0
AutoCAD software,120000.0
full-time,120000.0
direct-hire,120000.0
work experience,120000.0
work location,120000.0
job duties,120000.0
certifications,120000.0
Monday through Friday,120000.0
evening and weekend work,120000.0
travel,120000.0
salary,120000.0
Equal Opportunity Employer,120000.0
unlawful discrimination,120000.0
harassment,120000.0
work environment,120000.0
race,120000.0
color,120000.0
religion,120000.0
national origin,120000.0
citizenship,120000.0
social or ethnic origin,120000.0
sex,120000.0
age,120000.0
physical or mental disability,120000.0
veteran status,120000.0
marital status,120000.0
domestic partner status,120000.0
sexual orientation,120000.0
disability accommodation,120000.0
citizenship status,120000.0
immigration status,120000.0
arrest and conviction records,120000.0
San Francisco Fair Chance Ordinance,120000.0
Los Angeles Fair Chance Initiative for Hiring Ordinance,120000.0
DevOps Engineer,126720.0
AWS cloud,126720.0
DevOps capabilities,126720.0
CI/CD pipeline,126720.0
EKS platform,126720.0
automated testing,126720.0
maven build,126720.0
AD Single Sign-On,126720.0
DevSecOps capabilities,126720.0
SAST,126720.0
DAST,126720.0
solution designs,126720.0
platform architecture,126720.0
SDLC workflow,126720.0
DevOps Sandbox environment,126720.0
IaC,126720.0
pipeline tooling,126720.0
Lambda functions,126720.0
system integrations,126720.0
scalability,126720.0
resiliency,126720.0
performance,126720.0
Terraform,126720.0
AWS EKS,126720.0
Gitlab pipeline,126720.0
AWS Cloud Expertise,126720.0
AWS Networking,126720.0
Cloud Security,126720.0
Maven,126720.0
Monitoring,126720.0
Cloud Cost Management,126720.0
Git,126720.0
Python,126720.0
JavaScript,126720.0
bash,126720.0
Java,126720.0
lambda functions,126720.0
Jira,126720.0
Agile Scrum,126720.0
AWS Cloud Computing Services,126720.0
technical communication,126720.0
business communication,126720.0
prioritization,126720.0
multi-tasking,126720.0
on-call responsibilities,126720.0
travel,126720.0
Structural Analysis,199680.0
Aerospace,199680.0
Composite Materials,199680.0
Free Body Diagrams,199680.0
Numerical Methods,199680.0
Static Strength,199680.0
Durability,199680.0
Damage Tolerance,199680.0
Manufacturing Technologies,199680.0
Written Communication,199680.0
technical application support,92500.0
communication skills,92500.0
software development,92500.0
customer training,92500.0
technical presentations,92500.0
product specifications,92500.0
field service,92500.0
product applications,92500.0
technical discussions,92500.0
MATLAB,92500.0
Python,92500.0
Software Development,138144.0
Rust,138144.0
TypeScript,138144.0
React/Redux,138144.0
Complex Project Delivery,138144.0
System Reliability,138144.0
Communication Skills,138144.0
Organizational Skills,138144.0
Streaming Video Playback,138144.0
Embedded Systems,138144.0
Embedded Test Engineer,103000.0
Electrical Engineering,103000.0
Software Engineering,103000.0
Computer Engineering,103000.0
Microcontrollers,103000.0
Embedded C,103000.0
Python,103000.0
Circuit Board Schematics,103000.0
Electronic Lab Equipment,103000.0
Digital Serial Interfaces,103000.0
MS Office,103000.0
Atlassian Tools,103000.0
Communication Skills,103000.0
Test Plans,103000.0
Physics Experiments,103000.0
MIL-STD-810,103000.0
MIL-STD-461,103000.0
Coding Best Practices,103000.0
GIT,103000.0
Bitbucket,103000.0
Data Analysis,103000.0
Automated Test Code,103000.0
Test Fixtures,103000.0
Troubleshooting,103000.0
Root Cause Analysis,103000.0
Environmental Testing,103000.0
EMI/EMC/ESD Testing,103000.0
Industry Disruptors,103000.0
Leadership,103000.0
Pay Range,103000.0
Benefits,103000.0
U.S. Citizenship,103000.0
machine learning,232500.0
data science,232500.0
algorithms,232500.0
programming,232500.0
problem-solving,232500.0
deep learning,232500.0
tensorflow,232500.0
pytorch,232500.0
recommendation system,232500.0
information retrieval,232500.0
data infrastructure,170000.0
data engineering,170000.0
distributed data systems,170000.0
analytical database technologies,170000.0
SQL,170000.0
Python,170000.0
ETL/ELT,170000.0
orchestration and automation tools,170000.0
Looker or Tableau,170000.0
marketing platforms and data tools,170000.0
application software,132500.0
data,132500.0
software engineer,132500.0
engineering,132500.0
full stack development,132500.0
data engineering,132500.0
data science,132500.0
Python,132500.0
Apache Kafka,132500.0
Spark,132500.0
data analysis,88097.99
performance management,88097.99
analytical skills,88097.99
reporting,88097.99
data visualization,88097.99
quantitative skills,88097.99
communication skills,88097.99
business intelligence,88097.99
SQL,88097.99
Python,88097.99
Landscape Visualization,71250.0
Design,71250.0
Digital Platforms,71250.0
Web Development,71250.0
Ecological Democracy,71250.0
Georeferenced Data,71250.0
Front-end Architecture,71250.0
Technical Data,71250.0
Project Management,71250.0
Urban Planning,71250.0
Backend Engineer,142500.0
system building,142500.0
data processing,142500.0
communication,142500.0
collaboration,142500.0
scalable distributed system,142500.0
technical design,142500.0
Java,142500.0
Kotlin,142500.0
Python,142500.0
Telecom management,111500.0
Telecom solutions,111500.0
troubleshooting,111500.0
implementation,111500.0
cloud-based solutions,111500.0
contact center environment,111500.0
PBX,111500.0
IVR,111500.0
Network Management,111500.0
scripting languages,111500.0
liquidity stress testing,105515.0
liquidity risk management,105515.0
risk appetite,105515.0
balance sheet,105515.0
liquidity oversight,105515.0
regulatory liquidity metrics,105515.0
model risk management,105515.0
treasury,105515.0
quantitative skills,105515.0
excel,105515.0
Splunk administration,1000.0
data pipelines,1000.0
Splunk dashboards,1000.0
project management,1000.0
system monitoring,1000.0
data management,1000.0
ticketing system,1000.0
system administration,1000.0
data transferring services,1000.0
hardware procurement,1000.0
cloud deployment,1000.0
Linux administration,1000.0
Ansible,1000.0
Cobbler/Foreman,1000.0
Splunk Enterprise Security,1000.0
Splunk Administration,1000.0
A&A process,1000.0
system documentation,1000.0
Bash scripting,1000.0
Python scripting,1000.0
VMware,1000.0
system health monitoring,1000.0
mission and enterprise networks,1000.0
Atlassian Software Suite,1000.0
customer support,1000.0
Kubernetes,111750.0
cloud technologies,111750.0
GitHub,111750.0
GitHub Actions,111750.0
Golang,111750.0
python,111750.0
shell scripting,111750.0
SAFE methodology,111750.0
metrics-driven development,111750.0
Kubernetes platforms,111750.0
Python,183050.0
PyTorch,183050.0
Computer Science,183050.0
Distributed Training,183050.0
API Design,183050.0
Communication,183050.0
Collaboration,183050.0
Troubleshooting,183050.0
Debugging,183050.0
SDK Development,183050.0
CAE methods,89760.0
Optimization,89760.0
1D/3D CAE models,89760.0
Automation,89760.0
Robustness,89760.0
iSight,89760.0
modeFRONTIER,89760.0
Abaqus,89760.0
Nastran,89760.0
StarCCM+,89760.0
GT-Suite,89760.0
SimPack,89760.0
AmeSim,89760.0
Hypermesh,89760.0
Ansa,89760.0
Matlab,89760.0
Python,89760.0
VBA,89760.0
Splunk's Enterprise Security,112000.0
cyber analytics,112000.0
XDR,112000.0
cloud data management,112000.0
Common Information Model (CIM),112000.0
RegEx skills,112000.0
SPL knowledge,112000.0
Splunk Enterprise Security,112000.0
Ansible,112000.0
Unix,112000.0
STIG environment,112000.0
bash prompts,112000.0
TCPDump,112000.0
Tier-1 Administrator,112000.0
network protocols,112000.0
Splunk Administration,112000.0
security-centric data sets,112000.0
cloud computing,112000.0
Python,112000.0
SQL,112000.0
Bash,112000.0
PowerShell,112000.0
CRIBL experience,112000.0
Splunk Enterprise Certified Admin,112000.0
Splunk Enterprise Certified Architect,112000.0
Splunk Enterprise Security Certified Admin,112000.0
Remote Sensing,79000.0
Geospatial Software,79000.0
GIS/RS,79000.0
Python,79000.0
Data Acquisition,79000.0
Spatial Analysis,79000.0
Land-use Change Modeling,79000.0
GHG Accounting,79000.0
Carbon Monitoring,79000.0
Machine Learning,79000.0
Python,136875.0
SOAP/REST APIs,136875.0
JSON,136875.0
HTML/CSS,136875.0
Javascript,136875.0
XML,136875.0
SOAR platforms,136875.0
SOC Analyst,136875.0
Incident Responder,136875.0
Splunk Search Processing Language (SPL),136875.0
Elastic Domain Specific Language (DSL),136875.0
networking knowledge,136875.0
routers,136875.0
firewalls,136875.0
DNS,136875.0
DHCP,136875.0
subnetting,136875.0
VPN,136875.0
Web Proxies,136875.0
SOPs,136875.0
playbooks,136875.0
work instructions,136875.0
Bachelors Degree,136875.0
Background Investigation,136875.0
desktop support,92500.0
network support,92500.0
IT systems,92500.0
system maintenance,92500.0
patch management,92500.0
hardware troubleshooting,92500.0
software troubleshooting,92500.0
incident response,92500.0
security best practices,92500.0
vulnerability assessments,92500.0
performance analysis,248900.0
performance improvement,248900.0
architecture,248900.0
competitive positioning,248900.0
workload optimization,248900.0
scripting,248900.0
storage systems,248900.0
file systems,248900.0
presentation skills,248900.0
systems programming,248900.0
Tandem Non-stop Engineer,153120.0
Java,153120.0
Payments,153120.0
Acquiring,153120.0
Software Development,153120.0
Technical Lead,153120.0
Architect,153120.0
Senior Engineer,153120.0
Financial Services,153120.0
Banking,153120.0
Embedded Systems,117471.3
Security,117471.3
Automation,117471.3
Software Architect,117471.3
Technical Direction,117471.3
Build Systems,117471.3
DevSecOps,117471.3
Continuous Improvement,117471.3
Continuous Deployment,117471.3
Git,117471.3
Jenkins,117471.3
Docker,117471.3
Cybersecurity,117471.3
SOLID,117471.3
Agile Development,117471.3
Project Planning,117471.3
Project Leadership,117471.3
Mentoring,117471.3
Analytical Skills,117471.3
Unix/Linux,117471.3
Yocto,117471.3
Technical Troubleshooting,117471.3
unstructured data analysis,190000.0
semi-structured data analysis,190000.0
latent semantic indexing,190000.0
entity identification,190000.0
complex event processing,190000.0
analysis algorithms,190000.0
high-performance computing,190000.0
software development,190000.0
data transport and transformation,190000.0
cloud-based data analysis,190000.0
Telecom management,111500.0
Telecom solutions,111500.0
troubleshooting,111500.0
implementation,111500.0
cloud-based solutions,111500.0
contact center environment,111500.0
PBX,111500.0
IVR,111500.0
Network Management,111500.0
scripting languages,111500.0
insurance,120000.0
cyber insurance,120000.0
technology,120000.0
solutions consulting,120000.0
cyber risk consulting,120000.0
product sales,120000.0
actuarial experience,120000.0
pricing,120000.0
underwriting,120000.0
catastrophe modeling,120000.0
Technical Project Management,112700.33
Software Development,112700.33
Programming,112700.33
Microsoft Azure,112700.33
SQL,112700.33
Team Leadership,112700.33
Risk Management,112700.33
Communication,112700.33
Quality Assurance,112700.33
Budget and Resource Management,112700.33
